Country Name,Country Code,Indicator Name,Indicator Code,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.484060105,0.462320793,1.554549409,0.903028464,-1.884705756,-6.914924729,-21.39989969,-7.001238625,-0.621678971,-0.76058447,
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.7013931,-0.01856497,-1.554958617,2.45515592,1.157575122,-2.467297635,-2.982491276,4.986712835,4.808105173,4.683756888,4.792914822
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-23.04280583,-0.842656252,-1.490941117,32.49180219,7.941367853,-11.19608289,-29.45529673,28.33346246,-8.251630041,10.15581818,-0.605832527
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.328090221,0.101917836,3.427872145,3.379826173,2.886779022,-0.700322396,-24.36147321,11.59878358,20.38844318,2.209882765,3.891750242
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.33283382,0.403256653,-0.336758315,1.882573868,1.58926392,0.682798838,-6.617724975,7.082073772,3.968984133,2.253041576,2.265258831
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.481031169,2.809399607,3.731999893,4.546304732,4.643983667,5.101977814,-0.099896524,2.821341743,4.773151155,3.052220268,3.863854857
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.074877244,-2.102618442,0.694857096,1.787204711,2.769299758,3.455661893,-1.044167005,1.267428941,3.636677631,-0.202242108,2.332101941
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.377978893,4.205955477,5.05362489,6.460681271,2.310084255,-0.220483887,-4.624515037,4.207476495,-7.349193013,-2.32984819,5.00871931
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.125455215,5.933848493,5.688139515,5.453138164,5.434405272,4.070698133,-3.601667273,6.657983486,6.127844151,6.016327848,5.132162544
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.193792967,4.706413747,4.738206248,5.319627721,5.009758985,4.136591408,-1.057443274,7.414215085,3.959051158,4.817737594,4.333464982
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.710549905,3.12406678,3.608907317,-3.138174937,-1.480633158,-1.417993831,-8.155958799,2.26671067,2.387780202,1.826625259,2.762238185
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.28099063,4.700943358,4.447474257,5.302069821,5.441093004,4.745541394,0.30369378,7.586253216,3.302867065,4.353489185,4.453015101
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.772543796,2.832806433,2.671922151,4.612243103,4.918367801,4.677351835,0.042815834,6.380016062,2.53752574,0.342262716,2.772631245
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.623086792,2.269784233,4.978190115,1.317187138,1.611295613,2.749319291,-0.510051634,6.929734258,-1.095053512,-0.693632728,1.031616713
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.094959771,3.783367121,2.55168602,3.398948726,4.309712863,0.675372772,-3.469227508,6.942541731,1.80677198,2.854218001,-0.442491126
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.048378141,-21.51429324,-0.679183618,9.860051514,6.405279157,-2.56341515,-54.33610627,23.53589132,-19.60934493,75.06185714,8.808159685
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1,5,-8.00000324,-7.999995069,6.500003637,-12.50000225,4.899999671,,,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.71924408,4.344582976,0.521185506,5.057898162,3.06564133,2.890974761,-7.178207442,8.154738898,1.52720358,3.403341301,3.236513735
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.187027775,4.910371765,3.008443588,-3.206183238,5.697901212,7.12088952,-13.23910483,22.23221559,11.04693943,5.043382592,
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.999625854,-0.338235622,4.646014363,4.175612051,4.075595466,3.552314085,-8.27597832,13.92999979,-4.6,1.2,0.103059412
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.339203112,3.132298075,3.993146062,3.933307595,3.194356517,4.411232129,-7.137671621,4.650683432,4.156097784,4.203046158,4.2
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.860686372,3.868135336,6.375283031,7.074428717,8.568955597,6.923059808,-32.90882873,37.50787,13.82608953,4.72639195,5.133962231
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.072011077,2.727504608,4.484584976,2.244334425,2.610824091,1.486010942,-3.307831184,5.084887969,6.377450359,2.153758249,1.941874904
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.503763499,2.702323448,1.772493234,1.871728542,1.972082077,-0.392690505,-8.354034566,6.048483457,3.710988931,3.295390957,1.454062478
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.25958379,1.885745979,2.504082744,3.558151885,5.487179487,10.45211473,-2.772887324,1.222272522,-1.118067979,-3.934871099,2.770968022
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.225336921,4.805707135,4.79328224,5.365862378,5.038087593,4.145015186,-1.057606428,7.489763899,3.962784017,4.8756831,4.355499495
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.910419538,-4.68845001,4.51067949,2.758884153,2.072542088,2.756249173
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.60253469,5.974716101,6.005063086,5.375547696,4.867849999,4.999999117,-1.16907501,3.100941244,3.50828279,4.71716104,5.004545937
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.631129375,9.621097562,4.077719295,12.97211934,7.189096537,4.084706028,-3.358342532,13.29978932,4.26931853,6.796313111,5.969281961
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.169907456,6.99284029,5.862472915,6.136108244,6.268862215,6.579110068,-9.04834718,-12.01637248,4.037493436,0.958446625,-0.972046414
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.396325135,1.112090355,5.566940502,3.339703325,2.554068461,1.219077449,-2.86087725,4.468192981,4.179182938,2.838367183,1.965873987
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.783698581,3.390381397,2.949280321,4.716465276,5.077888811,4.062944992,-15.30689376,13.04346425,6.406680329,6.337697542,3.040315798
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.885225482,2.379835807,1.489784487,5.636876387,7.74488062,5.602244221,-4.557751976,1.636769577,5.032709637,7.422112762,4.864001434
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.177545692,3.383458647,29.21212121,23.17073171,-19.49733435,-11.4474929,-29.05982906,4.969879518,16.64275466,,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.702568448,7.393093699,4.696990242,2.638207373,3.484932024,2.317813948,-1.2195225,2.377435728,4.364450744,5.436859123,1.851775025
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.274823288,5.376339241,1.260909231,6.270545669,4.772173657,3.141004893,-0.360657384,0.742715395,6.796005102,6.507187199,5.2
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.82696982,3.690556904,3.862468263,3.937983806,4.006740572,2.891284993,-14.54653815,3.403798662,8.693066753,5.007813818,4.693903184
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.625270001,2.8,2.499999999,4.000000001,4.353564716,5.716825192,0.79359643,4.55829212,0.921115069,1.892457988,1.82685
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.413187421,-5.456846584,3.315349544,8.861821876,3.555487154,5.114155478
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.549447136,2.76110456,1.757413592,2.502844961,2.947893142,2.530365863,-2.387608409,6.046729566,2.640006331,2.784140411,2.700069253
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.09251916,4.264174538,0.03379445,-1.027248089,1.059939499,-0.839152163,-8.101402014,3.603829192,5.398724762,4.442806038,3.711544974
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,3.995707282,-1.400000002,-2.400000001,-2.099999998,3.499999996,,
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.642136655,4.392648832,5.740893151,5.005360786,7.211418028,5.939852571,3.550641094,1.383596362,11.9,1.667634065,8.421597895
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.309718655,2.652693295,-1.616868949,0.805886619,1.922757342,2.208429277,-1.794253083,3.647186541,3.251681408,2.860214991,3.426439471
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.785460136,4.792267683,4.563147395,4.631207576,-3.36335666,-2.896869867,-2.236541763,10.45438948,3.550299456,4.427743848,3.587830229
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.612610013,2.120605239,2.42428573,2.781546193,2.258740374,2.300091579,-3.867953338,6.276830671,5.007234552,0.074560835,0.979674922
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.048132004,1.857339716,1.164724239,2.463746266,0.828931501,1.12374695,-1.278171772,3.908686768,3.246228603,0.072120481,2.100453278
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.011482843,3.976053272,0.433113719,8.977279356,7.622376104,6.657055431,-2.369620629,4.838149614,5.631314557,1.982548436,3.665374307
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,16.42333564,2.698017274,4.363240539,-6.011229987,-1.219122015,8.486736592,1.981819494,7.206594666,2.951518346,0.646410335,1.760251622
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.826384918,3.690369084,3.779110684,3.378732195,3.470582039,2.31747144,-0.307246896,4.535405657,3.496386865,1.394251816,-0.126462419
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.182972021,2.517546352,1.843324478,2.570991032,2.337922851,1.858012493,-3.902176972,5.957089674,3.053474768,1.823307159,1.784524088
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.292252294,5.017057997,5.046423946,0.304057566,1.287103915,-1.128638017,-3.379720527,2.582174989,7.985707284,1.187134896,1.67407663
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.038520315,3.492773469,4.155151361,5.165118416,4.418847455,4.337806104,-5.797193478,7.740056167,4.619974866,2.684422431,2.935138727
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.116428172,4.217942096,6.573838285,4.432625907,6.151702611,2.497636929,-1.274087443,6.513885759,4.778106869,-0.039838972,3.234784432
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.625813756,5.266917196,4.571967079,5.744059464,3.918198074,3.103067886,-17.82122997,16.46712492,10.76966587,7.399301556,2.861666635
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.382157372,3.252244772,3.953318715,2.518835442,3.969351341,2.240631769,-10.9333065,13.36262409,2.809033553,-0.403242151,3.303940982
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.347987483,6.348309717,7.14945675,6.930988326,6.341485572,6.118525662,-9.51829474,5.714733132,7.580982128,5.518949679,5.692016128
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.769999433,8.19997983,-0.439989268,-3.260018455,0.11000834,0.200015069,-5.999433925,-13.79389322,-1.318427167,1.877031984,
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.54377062,6.578356323,5.489573153,3.534610818,-0.279252285,4.480514569,-3.167432044,-0.511353419,5.707584042,3.810886229,4.095029002
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.920508624,4.431767003,3.031177676,5.152457733,6.245858472,4.580458173,-2.035568824,6.927182661,5.255456974,0.249610834,2.923388081
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.256180454,3.073844829,2.414147048,1.648049676,2.62073084,3.341231436,-2.535408553,3.187320497,4.298579278,2.285368839,3.099732872
Puerto Rico (US),PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.190363473,-1.049290032,-1.263694348,-2.885218384,-4.361427032,1.675463795,-4.180874309,0.38522272,2.957095655,0.498101252,3.226705422
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.741391417,1.589798029,2.004141286,3.314720564,2.94628244,2.745684796,-8.204632012,5.558757716,6.985841781,2.613128544,1.92844406
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.301238592,2.957151735,4.268025833,4.810078856,3.204250341,-0.401855101,-0.819785391,4.016737318,0.176038366,4.999227911,4.249960105
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.157866651,3.721299671,8.86461882,1.419367563,1.227077378,1.362687466,-11.31846611,7.011982276,4.082760273,-4.555804285,-26.55752645
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.566989307,4.008885312,3.648407727,3.871699983,2.76809486,1.153618841,-10.15092794,-2.688869231,9.374962278,5.054538148,4.001450985
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.014314858,2.237148596,1.793578382,2.44254705,2.245419795,1.836391128,-4.07885321,5.679215797,2.735376629,1.860861592,1.792525296
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.593554453,1.803340815,2.302198237,4.292633631,1.871231911,2.700012067,-7.050944221,2.094529907,4.4663797,2.996927078,
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.334323292,4.753345724,3.064191884,-1.497604702,1.234872202,0.688240955,-3.55760399,1.626846719,4.18500971,1.187159916,2.768414336
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.116001093,3.157036054,2.859932523,8.195478266,6.120930007,3.92326385,-3.674384409,5.545709626,3.965307663,2.404271779,0.813687203
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.736267222,-1.972719226,0.193690071,1.825790064,2.807245411,2.198075713,-2.653654501,5.866491773,-1.435882139,4.082524813,4.344374755
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.167166152,8.856855597,5.970745254,3.918170936,8.516467226,9.447385186,-3.373687464,10.85843202,8.161207209,8.24990302,8.890655296
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.245479867,7.689739352,7.969123336,6.78411966,6.393666325,4.094543065,-4.987501736,9.246599597,7.101153926,8.505117854,6.224842254
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.024640706,4.655123167,1.704074658,1.182079933,3.22695089,1.651563589,-3.80476473,6.519596983,12.00058748,0.542592439,1.807955151
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.661379542,1.910176891,3.467642184,0.709256285,-2.68093055,-2.178251045,-3.629800824,-1.868520483,-0.957816591,-29.43327183,-13.49329206
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.224074438,6.367043651,6.356068572,7.407486186,6.209241034,4.613628097,1.342073773,6.5440011,3.850431937,4.257430833,6.892007403
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.935540277,2.976799316,3.747578488,4.476899158,3.451975966,1.308041182,-3.814708855,9.756804463,4.108000219,1.821406941,4.388023625
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.189217471,1.676146156,5.554731534,3.075348034,2.745995423,1.748566555,-3.381147541,2.564349754,2.402481436,2.656361867,2.539341917
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.815015125,-4.363332621,6.437436528,3.207860877,2.893856412,5.502709374,-1.253349032,5.896852705,5.313554614,5.710021898,4.000000026
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.729399842,2.400000089,2.539062411,2.247619081,2.412444224,2.437471591,-7.89310136,11.9047617,2.954615165,3.539156693,2.602020161
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.7023705,2.291505561,2.344405861,0.258265466,1.493905318,2.065685147,-6.647910818,13.89778951,7.898441458,,
"Somalia, Fed. Rep.",SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.978005906,10.46218812,7.0348726,14.7357956,2.054315073,2.824313365,-2.752481039,3.458227929,2.727114296,4.216384326,3.972320809
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.804270248,1.295738512,2.975197792,2.363393787,4.649350355,4.750207939,-0.950023992,7.949056505,2.630986444,3.847471128,3.878012796
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.603250471,2.68639942,0.929693026,2.201462185,2.584185215,2.418589163,-2.397348217,4.244484535,3.653276276,2.343970901,3.195649928
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.373648477,-10.79336463,,,,,,,,,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.795953335,2.968378222,1.266905416,2.512523346,2.774838975,2.696697023,-1.994293579,4.314825749,3.750658318,2.574661538,3.428437595
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.281422702,2.317700258,1.812023074,3.271501679,3.39672635,3.195248759,-6.941072494,6.916227256,7.679198061,4.65816169,6.192074353
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.906210487,1.539704283,5.176824687,4.112979663,4.378128083,2.014316721,2.624859495,1.899298913,0.168698492,0.372252775,0.900000599
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.255503032,-3.413042681,-4.911660509,1.566037825,4.948271085,1.167589772,-15.97519171,-2.435385836,2.406222356,2.539566754,2.839586028
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.707951514,5.176879097,1.947818415,2.874733275,4.062119819,2.2758991,-2.585512417,5.699592633,0.437359509,2.168149116,2.061677718
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.762833276,2.393306213,3.034414867,5.174402156,4.379083473,3.505253324,-4.085000949,8.389651582,2.699238745,2.112590985,1.591014799
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.295763792,4.410140687,2.349740807,1.825156018,1.902964573,2.549647872,-2.005337522,5.937508589,1.4592885,-0.114161935,0.973832213
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.435897493,2.046930151,4.675845837,1.456792976,0.256586002,6.083176451,-2.862882137,3.434968912,1.119590668,3.444478312,2.640704616
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.580382215,0.10581315,0.967758363,-7.535213999,-6.856982992,10.96500094,-13.31678872,4.577596779,9.800001111,3.8,3.5
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.063691812,8.914008875,12.11752725,6.954162188,4.939472723,5.514292074,-11.73986083,0.552281631,12.71046889,2.259253223,3.465680664
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-10.31033991,-4.179791613,-6.405590739,-0.723281777,1.393176078,1.220705221,-0.697154504,1.854215901,0.732781302,-1.207264203,
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.711295808,11.31482939,7.251186276,-2.490222604,91.13703887,4.981705494,-33.81709734,29.62937817,14.08712342,13.73114811,5.636825174
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.062980971,3.310885674,-4.129928372,-1.627993671,5.741115808,5.388656469,-0.408894363,0.293979163,12.89661643,4.117451792,3.654451105
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.022988916,6.661433801,6.509920702,6.666422263,6.537036066,5.885713247,1.345178138,7.719486073,3.545315885,5.254717635,4.962607116
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.341986983,1.486926666,1.86009301,4.293525805,3.732052017,2.698036798,-1.461610846,7.480577145,1.947473937,3.841757011,3.673075862
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.633240218,5.468031293,4.214895609,4.008133262,4.79506027,4.922925917,1.992155019,5.990876104,5.759542515,6.407922156,5.300005314
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.984468864,3.134047249,3.435157717,4.177681032,4.222870287,2.114557796,-6.050038469,1.552166084,2.580378747,2.017750953,2.525961758
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.70000069,6.019303318,6.9,7.100000419,7.59999889,7.400000163,4.400001116,9.39999955,8.000000338,8.299999217,8.39999981
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.29999997,6.49999991,6.199999966,6.500000047,6.199999941,6.300000042,5.900000049,6.200000017,6.199999936,6.300157585,2.264117227
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.394390038,0.361452946,-0.337830169,1.982244762,1.676508705,0.678258288,-6.52902364,7.28007816,4.000251756,2.338613193,2.244106075
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.472498466,2.480040402,3.009930626,-3.182415225,0.000114755,23.41201358,31.96191857,5.315538537,-20.54158475,-18.12479096,-2.189121556
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.416521343,1.091977716,5.540859775,3.355369202,2.564691124,1.217942833,-2.793961031,4.449831577,4.179896002,2.892997514,2.161357134
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.990537699,1.113744024,6.598698794,3.202319762,0.687546507,-0.208433391,1.783395899,0.362604273,-2.309864445,2.084155836,
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.245479867,7.689739352,7.969123336,6.78411966,6.393666325,4.094543065,-4.987501736,9.246599597,7.101153926,8.505117854,6.224842254
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.795953335,2.968378222,1.266905416,2.512523346,2.774838975,2.696697023,-1.994293579,4.314825749,3.750658318,2.574661538,3.428437595
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.695365151,-0.564816953,-7.403453266,-4.818588907,-0.985525083,0.471813384,-8.90279446,-0.911992867,1.08222234,1.427113398,1.650603346
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.090328031,0.967703108,1.117425949,2.23783868,2.624930109,1.587846655,-9.011934124,4.736320748,2.673318218,0.039156567,1.350652535
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.939715161,6.084486904,3.323084208,7.501997489,3.013170393,0.818514527,1.85987304,11.43939569,5.533427875,5.111168185,3.184024355
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,10.41666667,5.660377358,2.448392857,1.387283842,13.82209844,-4.274932069,1.804135911,0.677309361,3.852809195,
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.732461868,6.160628774,6.867116196,6.762277168,5.468081815,5.8,1.991964606,4.321384295,4.566005764,5.069523532,5.526313831
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.106307325,5.18785986,4.781000293,3.131405517,6.303923783,6.438745033,2.951306422,3.536580341,4.588021922,5.336972955,6.136452018
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-10.07889498,-9.772987213,2.440981945,2.359972281,3.48836234,3.199503864,-3.75281794,3.445620659,-28.75858422,5.534733547,2.913822215
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.001160212,4.521732277,4.564986245,5.343357417,4.935786497,4.164289727,-0.398382934,7.698365196,3.425056159,4.584982081,4.154262263
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.23879123,0.370741258,1.68979823,1.740376434,0.164777609,0.928351141,-7.357327065,5.844273126,4.486227031,0.742128785,3.108254781
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.523819814,2.945550456,1.819451476,2.457622302,2.966505069,2.58382533,-2.163029139,6.055052933,2.51237532,2.887556009,2.796190356
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.873838441,7.218773508,5.9321508,4.395274633,5.559195729,6.779923997,1.563342773,8.034683126,6.001342322,6.291416351,6.5
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.250254369,2.783161194,4.145931682,1.448830634,3.175611442,0.668428481,-4.268924344,2.093401245,3.110833003,5.326364721,4.061834901
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.894386475,,,,,,,,,,
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.774530271,-0.425079702,1.600853789,-0.735294118,1.878306878,2.908335497,-1.614938178,3.667607079,-1.311232063,,
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.422243121,6.987154306,6.690008927,6.940190374,7.465006856,7.359262701,2.865413209,2.553728526,8.537500468,5.065023915,7.091187466
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.575040316,3.965919464,3.471544715,4.412665986,2.900230273,3.241187655,-4.992491429,-1.552294891,5.186228624,-0.964792282,3.967258306
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.148623748,3.134515325,2.814360897,3.456341601,3.296091281,2.71004016,-2.849082347,6.419541277,3.359911383,2.943332731,2.863263026
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.659923769,3.850361817,7.983862878,1.4062824,-0.609647103,4.451858917,-3.108444011,-7.078830943,-5.3062909,9.20864924,9.422350442
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.348804784,5.916231283,5.571775047,4.825655653,3.406632271,4.75680057,-5.340275478,10.74565608,4.278498958,4.067627014,4.412738288
